STUDY_NAME,STUDY_STATUS,SNAPSHOT_ID,SNAPSHOT_NAME,SNAPSHOT_DATE,ANALYSIS_NAME,KRI_CATEGORY,KRI_GROUPING_TYPE,KRI_LABEL,KRI_CODE,KRI_DISABLED,KRI_DESCRIPTION,LOCATION,COUNTRY,N_PATIENTS,LOCATION_SCORE,SCORE,EXPECTED,OBSERVED,RELATIVE_SCORE_THRESHOLDS_BELOW_HIGH,RELATIVE_SCORE_THRESHOLDS_BELOW_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_HIGH
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,014,Germany,7,0.0,,0.0182675,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",014,Germany,7,0.0,,0.010356,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",014,Germany,7,0.0,,0.0236967,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,015,Portugal,5,0.0,-0.11768,1.18241,1.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,015,Portugal,5,0.0,0.0,0.041206,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,015,Portugal,5,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,015,Portugal,5,0.0,0.0,0.0205966,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,015,Portugal,5,0.0,0.0,0.0679012,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,015,Portugal,5,0.0,0.093049,0.61982,0.8,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,015,Portugal,5,0.0,0.0,0.183712,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,015,Portugal,5,0.0,0.0,0.0182675,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",015,Portugal,5,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",015,Portugal,5,0.0,,0.0236967,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,016,Uruguay,7,0.0,0.650309,1.18241,2.21429,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,016,Uruguay,7,0.0,0.570198,0.041206,0.142857,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,016,Uruguay,7,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,016,Uruguay,7,0.0,0.0,0.0205966,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,016,Uruguay,7,0.0,0.422156,0.0679012,0.142857,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,016,Uruguay,7,0.0,0.161065,0.61982,0.714286,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,016,Uruguay,7,0.0,0.455067,0.183712,0.5,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,016,Uruguay,7,0.0,0.776896,0.0182675,0.1,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",016,Uruguay,7,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",016,Uruguay,7,0.0,0.0,0.0236967,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,017,Croatia,12,0.0,-0.170787,1.18241,1.08772,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,017,Croatia,12,0.0,0.198594,0.041206,0.0526316,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,017,Croatia,12,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,017,Croatia,12,0.0,0.224781,0.0205966,0.0227273,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,017,Croatia,12,0.0,0.0,0.0679012,0.0666667,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,017,Croatia,12,0.0,-0.0107002,0.61982,0.583333,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,017,Croatia,12,0.0,0.814135,0.183712,0.416667,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,017,Croatia,12,0.0,0.278043,0.0182675,0.0196078,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",017,Croatia,12,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",017,Croatia,12,0.0,0.0,0.0236967,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,018,Portugal,9,0.0,-0.0214023,1.18241,0.619048,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,018,Portugal,9,0.0,0.0,0.041206,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,018,Portugal,9,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,018,Portugal,9,0.0,0.0,0.0205966,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,018,Portugal,9,0.0,0.0,0.0679012,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,018,Portugal,9,0.0,0.326732,0.61982,0.888889,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,018,Portugal,9,0.0,0.682674,0.183712,0.5,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,018,Portugal,9,0.0,0.0,0.0182675,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",018,Portugal,9,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",018,Portugal,9,0.0,,0.0236967,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,019,Turkey,2,0.0,-0.181554,1.18241,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,019,Turkey,2,0.0,0.0,0.041206,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,019,Turkey,2,0.0,,0.000710227,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,019,Turkey,2,0.0,,0.0205966,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,019,Turkey,2,0.0,,0.0679012,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,019,Turkey,2,0.0,,0.61982,1.0,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,019,Turkey,2,0.0,,0.183712,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,019,Turkey,2,0.0,,0.0182675,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",019,Turkey,2,0.0,,0.010356,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",019,Turkey,2,0.0,,0.0236967,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,020,Uruguay,10,0.0,-0.155486,1.18241,0.4,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,020,Uruguay,10,0.0,0.0,0.041206,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,020,Uruguay,10,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,020,Uruguay,10,0.0,0.0,0.0205966,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,020,Uruguay,10,0.0,0.0,0.0679012,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,020,Uruguay,10,0.0,0.379557,0.61982,0.9,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,020,Uruguay,10,0.0,0.263508,0.183712,0.25,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,020,Uruguay,10,0.0,0.0,0.0182675,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",020,Uruguay,10,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",020,Uruguay,10,0.0,,0.0236967,,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,021,Germany,9,0.0,-0.252596,1.18241,0.314286,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,021,Germany,9,0.0,-0.0257546,0.041206,0.0,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,021,Germany,9,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,021,Germany,9,0.0,0.0,0.0205966,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,021,Germany,9,0.0,0.0,0.0679012,0.0384615,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,021,Germany,9,0.0,0.0,0.61982,0.666667,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,021,Germany,9,0.0,0.0,0.183712,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,021,Germany,9,0.0,0.0,0.0182675,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",021,Germany,9,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",021,Germany,9,0.0,0.0,0.0236967,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,022,Croatia,4,0.0,0.0,1.18241,0.692308,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,022,Croatia,4,0.0,0.784339,0.041206,0.153846,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,022,Croatia,4,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,022,Croatia,4,0.0,0.454527,0.0205966,0.047619,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early End of Treatment Rate,EEOTRAT,N,Rate of early treatment discontinuation per Patient Visit,022,Croatia,4,0.0,0.177428,0.0679012,0.0909091,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed Patients out of total screened patients,022,Croatia,4,0.0,-0.317778,0.61982,0.5,-2.0,-1.3,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,022,Croatia,4,0.0,0.0,0.183712,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Visit Rate,MVRATE,N,Rate of missed visits,022,Croatia,4,0.0,0.0,0.0182675,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",022,Croatia,4,0.0,0.0,0.010356,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Compliance,center,Randomization Error Rate,RANDERR,N,"The rate of patients who have been randomized, even though at least one inclusion/exclusion criterion is not met",022,Croatia,4,0.0,0.0,0.0236967,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,023,Turkey,12,0.0,0.47573,1.18241,1.77083,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,023,Turkey,12,0.0,0.101325,0.041206,0.0416667,-2.0,-1.0,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Lost-to-follow-up Rate,LFURATE,Y,Rate of lost to follow-up patients per Patient Visit,023,Turkey,12,0.0,,0.000710227,0.0,,,1.3,2.0,,,,
CA057-001,ACTIVE,68d2f7a277943e45f71cbbe4,2025-09-23 DQA & KRI/QTL,2025-09-23,KRI by Center,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,023,Turkey,12,0.0,0.281009,0.0205966,0.0277778,,,1.3,2.0,,,,
